date,,Walmart,Exxon Mobil,Apple,Berkshire Hathaway,Amazon,UnitedHealth Group,McKesson,CVS Health,ATT,AmerisourceBergen,Chevron,Ford Motor,General Motors,Costco Wholesale,Alphabet,Cardinal Health,JPMorgan Chase,Verizon Communications,Kroger,General Electric,Fannie Mae,Phillips 66,Valero Energy,Bank of America,Microsoft,Home Depot,Boeing,Wells Fargo,Citigroup,Marathon Petroleum,Comcast,Anthem,Dell Technologies,DuPont,State Farm Insurance,Johnson Johnson,IBM,Target,Freddie Mac,United Parcel Service,Lowes,Intel,MetLife,Procter Gamble,United Technologies,FedEx,PepsiCo,Archer Daniels Midland,Prudential Financial,Centene,Albertsons,Walt Disney,Sysco,HP,Humana,Facebook,Caterpillar,Energy Transfer,Lockheed Martin,Pfizer,Goldman Sachs,Morgan Stanley,Cisco Systems,Cigna,AIG,HCA Healthcare,American Airlines Group,Delta Air Lines,Charter Communications,New York Life Insurance,American Express,Nationwide,Best Buy,Liberty Mutual Insurance,Merck,TIAA,Tyson Foods,Oracle,Allstate,World Fuel,TJX,ConocoPhillips,Deere,Tech Data,Nike,Publix Super Markets,General Dynamics,Exelon,PAGP,3M,AbbVie,CHS,Capital One Financial,Progressive,Coca-Cola,USAA,Hewlett Packard Enterprise,Abbott Laboratories,21 Century Fox,Micron Technology,Travelers,Rite Aid,Northrop Grumman,Arrow Electronics,Philip Morris,Northwestern Mutual,FCStone,PBF Energy,Raytheon,Kraft Heinz,Mondelez,US Bancorp,Macys,Dollar General,Nucor,Starbucks,DXC Technology,Eli Lilly,Thermo Fisher Scientific,US Foods,Duke Energy,Halliburton,Cummins,Amgen,Paccar,Southern,CenturyLink,International Paper,Union Pacific,Dollar Tree,Penske Automotive,Qualcomm,Bristol Myers Squibb,Gilead Sciences,Jabil,Southwest Airlines,Aflac,Tesla,AutoNation,CBRE Group,Lear,Whirlpool,McDonald,Broadcom,Marriott,Western Digital,Visa,Lennar,WellCare,Kohls,AECOM,Synnex,PNC,Danaher,Hartford,Bank of New York Mellon,Fluor,Avnet,Icahn Enterprises,Occidental Petroleum,Molina Healthcare,Genuine Parts,Freeport McMoRan,Kimberly Clark,Tenet Healthcare,Synchrony Financial,CarMax,HollyFrontier,Performance Food Group,Sherwin Williams,Emerson Electric,XPO Logistics,EOG Resources,Applied Materials,PG&E,NextEra Energy,CH Robinson,Gap,Lincoln National,DaVita,WestRock,CDW,American Electric Power,Cognizant Technology Solutions,D.R. Horton,Becton Dickinson,Nordstrom,Netflix,Aramark,Texas Instruments,General Mills,Supervalu,Colgate Palmolive,PayPal,PPG,Omnicom,Celgene,Jacobs Engineering,Ross Stores,Marsh McLennan,Mastercard,Land O Lakes,Waste Management,Illinois Tool Works,Ecolab,Booking Holdings,CBS,Parker Hannifin,Principal Financial,DTE Energy,BlackRock,United States Steel,Community Health Systems,Kinder Morgan,Qurate Retail,Loews,Arconic,Stanley Black & Decker,Textron,Las Vegas Sands,Estee Lauder,DISH Network,Stryker,Kellogg,Biogen,Alcoa,Anadarko Petroleum,Dominion Energy,ADP,salesforce,L Brands,Henry Schein,Newell Brands,Guardian Life,BJs Wholesale Club,BB&T,State Street,Viacom,Ameriprise,Core Mark,RGA,VF,Discover Financial Services,Global Partners,Edison International,Oneok,Murphy USA,Bed Bath & Beyond,CSX,J C Penney,LKQ,FirstEnergy,Steel Dynamics,Lithia Motors,MGM Resorts,Tenneco,Nvidia,Sempra Energy,Farmers Insurance,Ball,Unum,Xcel Energy,Reliance Steel,Huntsman,Norfolk Southern,LabCorp,Corning,Expedia,AutoZone,WW Grainger,Crown Holdings,Office Depot,Baxter International,Lam Research,Entergy,Charles Schwab,L3 Technologies,NRG Energy,Live Nation Entertainment,Universal Health Services,eBay,AES,Devon Energy,Pacific Life,CenterPoint Energy,Discovery,BorgWarner,Ally Financial,SunTrust Banks,Chesapeake Energy,United Natural Foods,Eastman Chemical,Republic Services,Mohawk Industries,Sonic Automotive,Owens Minor,Xerox,Boston Scientific,DCP Midstream,Autoliv,Interpublic Group,PVH,Mosaic,Advance Auto Parts,Altice USA,Hormel Foods,O'Reilly Automotive,Calpine,Hertz Global Holdings,First Data,Pioneer Natural Resources,Coty,AGCO,Mutual of Omaha Insurance,Vistra Energy,Adobe,Peter Kiewit Sons,Brighthouse Financial,Voya Financial,GameStop,Veritiv,Williams,Campbell Soup,Rockwell Collins,Univar,Frontier Communications,National Oilwell Varco,Eversource Energy,Dicks Sporting Goods,Fidelity National Information Services,Ryder System,Caesars Entertainment,Masco,Thor Industries,Amphenol,Huntington Ingalls Industries,Jefferies Financial Group,Dana,Darden Restaurants,SpartanNash,Assurant,United Rentals,Liberty Media,Auto Owners Insurance,Cheniere Energy,Foot Locker,Tractor Supply,Hershey,PPL,Dean Foods,Builders FirstSource,Oshkosh,EnLink Midstream,WEC Energy Group,JetBlue Airways,UGI,Fidelity National Financial,Constellation Brands,Quest Diagnostics,Activision Blizzard,Weyerhaeuser,Raymond James Financial,Keurig Dr Pepper,American Tower,Apache,Dover,Motorola Solutions,Magellan Health,Fortive,Graybar Electric,NVR,Avery Dennison,Celanese,American Financial Group,Toll Brothers,Sanmina,Insight Enterprises,Owens Corning,TravelCenters of America,Olin,MasTec,Alleghany,Asbury Automotive Group,CMS Energy,Markel,Blackstone Group,R.R. Donnelley & Sons,Wayfair,Regions Financial,Wynn Resorts,Ulta Beauty,Regeneron Pharmaceuticals,Burlington Stores,Rockwell Automation,Northern Trust,Chemours,Seaboard,Marathon Oil,Ascena Retail Group,Dillards,Cintas,Advanced Micro Devices,Hess,ABM Industries,Beacon Roofing Supply,NCR,iHeartMedia,Franklin Resources,Ameren,Intercontinental Exchange,S&P Global,Post Holdings,Analog Devices,Ralph Lauren,L3Harris Technologies,Booz Allen Hamilton,Polaris Industries,Clorox,Old Republic International,Intuit,NetApp,Tapestry,ON Semiconductor,Ingredion,Zoetis,Fiserv,TreeHouse Foods,Robert Half International,First American Financial,Harley Davidson,Yum Brands,Williams Sonoma,Simon Property Group,Navient,Western Union,Peabody Energy,Levi Strauss
2020/2/2,,33,0,55,34,55,93,34,0,63,0,70,32,47,0,58,0,0,0,31,48,45,45,0,62,18,36,34,87,94,0,75,76,0,23,75,14,80,32,73,0,28,28,100,22,0,51,58,96,0,0,65,33,51,59,38,79,32,0,32,20,43,62,49,71,0,0,0,0,0,0,100,66,29,0,57,32,32,87,80,0,0,0,21,46,57,0,0,93,0,15,44,100,0,62,0,28,0,0,0,0,21,41,33,0,0,55,0,0,93,0,0,0,33,32,48,35,0,0,99,0,47,40,56,0,0,46,69,32,69,53,0,72,0,0,0,69,23,35,32,0,19,24,95,0,64,0,33,44,27,12,45,0,53,0,77,0,0,0,0,23,0,20,0,0,0,0,100,0,0,60,0,0,0,55,5,100,0,66,0,0,32,35,0,0,0,0,31,32,47,0,0,0,0,62,99,0,0,0,0,0,10,0,26,0,44,0,69,0,0,50,28,0,0,0,0,25,46,0,47,32,0,22,25,26,32,25,48,0,73,35,0,0,47,35,0,51,56,21,51,0,0,39,0,0,0,0,0,50,27,0,32,94,0,0,18,0,26,0,24,78,0,53,0,39,47,28,94,76,60,0,0,34,0,0,40,9,0,0,0,0,60,63,0,0,0,100,0,44,0,32,0,0,36,0,52,38,15,0,0,0,0,0,100,63,0,0,0,94,0,64,0,48,0,0,0,78,0,0,0,37,0,75,0,0,0,91,100,0,27,0,98,14,0,0,0,0,0,51,0,0,51,38,93,96,0,29,30,52,81,84,0,25,0,0,51,40,55,0,37,22,0,0,0,50,100,67,0,0,0,0,0,0,0,100,40,0,0,0,0,17,46,0,0,0,0,0,0,19,0,31,80,0,42,0,0,0,0,0,0,37,36,0,45,0,0,56,0,0,0,0,0,0,0,55,0,93,0,0,0,15,58,35,0,98,49,50,0,0,0,53,100,19,17,57,66,0,91
2020/2/9,,35,0,60,33,56,0,68,0,79,0,23,0,47,0,70,52,0,0,31,32,38,46,0,73,19,42,39,73,0,0,39,83,0,22,37,13,68,34,27,0,31,24,62,37,0,64,72,0,0,85,85,39,34,65,29,84,59,0,48,20,28,25,0,36,50,0,0,0,0,0,54,57,31,0,38,32,0,77,100,45,39,0,34,0,54,0,77,0,95,12,66,79,0,80,37,100,0,0,0,0,13,18,33,0,46,55,0,0,47,0,0,0,46,38,0,33,0,45,100,38,72,0,37,0,0,47,74,32,52,65,0,0,0,0,0,82,47,25,32,0,10,30,98,44,67,75,32,45,0,10,46,0,99,0,95,0,0,92,0,29,0,20,0,0,46,0,44,0,0,38,0,42,0,0,5,0,0,83,0,48,32,35,0,0,0,0,49,22,0,27,32,0,0,64,52,0,49,0,0,0,8,33,10,0,45,0,57,0,0,67,37,97,0,0,0,74,0,0,0,32,8,42,56,21,0,50,0,34,61,59,0,96,0,35,0,68,89,21,0,0,50,53,0,0,0,0,45,50,82,0,32,94,0,0,36,0,30,0,14,76,33,54,100,35,0,79,94,83,70,0,0,64,0,0,40,11,0,0,0,0,58,56,0,0,0,62,0,44,0,84,0,0,0,0,26,38,15,0,0,0,0,57,44,38,0,0,0,0,0,32,0,79,0,0,95,59,0,0,0,36,0,61,0,0,0,91,0,0,41,23,0,15,0,0,94,0,0,45,0,46,50,76,0,0,0,73,36,77,49,0,0,31,0,0,0,41,77,56,41,9,0,0,0,25,79,58,0,0,0,0,44,0,0,0,40,0,0,0,0,100,46,0,0,0,15,0,0,26,0,40,0,0,0,0,6,0,0,0,0,33,57,0,34,0,0,83,0,0,33,0,0,0,0,37,0,93,0,31,0,19,29,37,0,0,0,60,0,0,0,50,0,34,69,85,66,0,92
2020/2/16,,37,0,64,67,61,0,34,0,52,51,61,0,71,0,59,0,0,0,45,32,63,0,0,73,22,35,34,81,0,0,45,64,0,22,55,13,48,33,24,0,39,24,38,66,0,50,0,0,0,0,49,44,85,67,38,82,40,0,64,0,85,49,0,71,62,0,0,0,0,0,41,59,31,0,28,24,65,84,68,89,0,0,23,0,59,0,38,0,0,10,66,59,0,73,60,50,0,0,0,0,15,45,33,0,0,54,0,0,46,62,0,0,33,30,0,45,0,0,0,0,24,0,19,0,0,62,51,0,0,49,0,60,0,0,0,90,23,27,32,0,19,30,100,44,88,37,37,100,0,10,0,0,86,96,67,0,0,0,0,17,37,40,57,0,0,0,41,0,0,43,0,42,0,55,5,0,90,71,43,0,0,0,0,0,0,0,51,20,46,40,32,91,0,61,88,91,0,0,0,0,6,31,10,0,0,0,41,93,44,67,35,0,93,0,0,24,71,0,0,94,8,43,37,34,31,25,0,51,79,74,0,47,0,34,0,51,96,21,34,0,0,65,0,0,100,0,45,25,27,0,97,0,0,0,25,49,27,0,14,71,49,37,0,22,0,61,62,84,71,0,0,33,0,0,100,6,0,0,0,0,69,84,0,63,0,56,0,0,0,40,0,0,71,99,78,0,15,47,0,0,0,0,38,82,0,0,100,0,0,32,0,96,0,100,0,86,0,0,0,37,47,83,0,0,0,0,99,0,53,0,0,29,46,0,0,0,0,54,0,0,0,0,0,0,0,36,41,48,68,0,0,55,0,100,50,48,49,0,37,13,95,0,64,25,35,92,0,0,0,0,44,0,0,0,59,0,0,0,0,17,0,50,0,0,0,0,0,22,0,41,0,0,0,0,0,0,0,0,0,26,48,0,56,0,0,85,0,0,0,0,93,92,0,55,0,0,0,39,0,18,29,58,0,0,48,50,0,0,0,55,0,28,34,56,25,0,0
2020/2/23,,38,0,61,54,60,0,33,0,76,0,67,61,91,50,69,100,0,0,30,31,49,0,0,69,20,44,19,81,0,0,42,71,0,49,90,13,65,34,35,0,33,24,15,29,0,49,28,0,92,0,76,48,0,70,55,79,44,30,31,19,69,24,0,34,36,0,0,0,52,0,44,69,29,54,55,46,31,61,88,0,73,0,44,0,62,0,0,0,0,16,32,58,0,100,35,54,0,0,0,39,14,44,32,0,0,0,0,0,60,81,0,0,17,38,46,36,0,0,0,36,69,38,27,44,0,42,55,31,50,49,0,35,0,0,33,71,34,30,31,0,46,29,69,0,71,0,24,43,27,11,44,0,83,0,79,0,53,0,0,28,37,39,0,0,0,0,61,0,0,58,0,0,0,0,4,0,87,87,41,46,31,34,0,0,0,81,57,17,89,0,0,0,0,69,60,0,0,0,0,0,5,30,10,0,0,0,61,89,42,49,21,0,90,90,100,82,0,0,0,31,0,41,85,33,0,24,0,0,59,28,0,0,0,100,0,57,62,31,32,0,48,50,0,0,0,0,0,24,66,45,78,91,0,0,7,47,33,100,13,74,32,56,0,15,0,48,30,70,71,0,0,43,0,0,39,10,0,0,0,0,62,61,0,61,0,49,0,0,0,69,0,0,0,0,100,0,29,0,0,0,0,0,28,61,0,0,0,0,0,0,0,89,0,0,0,61,0,0,0,39,45,59,46,0,0,0,0,0,36,0,0,34,0,0,89,0,0,39,100,0,49,36,0,0,92,42,47,42,31,0,0,83,0,0,49,55,79,0,24,8,0,0,0,24,55,56,0,0,0,0,43,41,0,0,38,0,0,0,0,16,43,0,0,0,15,89,0,26,0,20,38,0,0,0,0,0,0,0,0,28,47,0,40,0,46,90,50,0,0,0,90,0,0,41,0,0,0,30,0,25,28,49,0,93,47,58,0,0,0,38,0,14,33,100,74,0,88
2020/3/1,,35,0,63,54,56,0,0,26,58,49,52,0,68,100,40,50,0,0,40,91,37,87,0,82,19,41,26,77,90,0,60,45,0,21,36,12,62,35,52,0,39,26,37,64,90,58,28,0,91,0,47,85,98,64,46,78,46,61,46,19,82,83,0,34,49,0,0,0,0,0,60,21,30,0,82,31,31,84,43,28,92,0,37,0,70,0,0,0,0,21,0,67,0,71,70,43,0,0,91,39,17,56,63,0,0,52,0,0,44,40,0,0,35,43,0,36,0,0,0,36,34,38,27,0,0,50,99,31,66,42,0,34,0,31,0,59,56,22,31,0,18,29,63,0,63,0,19,53,26,15,43,0,90,0,64,0,0,0,0,44,0,38,0,46,0,0,75,0,93,63,91,0,0,0,9,0,0,72,41,0,0,34,0,0,0,0,27,15,0,26,31,0,91,60,75,0,0,0,26,0,9,30,10,0,0,0,55,0,0,0,26,0,0,0,0,70,44,0,0,41,8,31,42,16,30,24,0,32,72,57,59,46,0,0,0,94,77,20,0,0,32,50,100,0,0,0,43,0,53,0,31,0,93,0,17,0,26,0,13,80,64,71,0,31,45,32,60,64,88,0,0,32,0,37,77,14,0,0,0,0,60,60,0,61,0,54,0,42,0,46,0,0,34,0,63,0,29,0,0,0,0,0,28,48,0,0,0,0,0,31,0,53,0,0,0,71,0,0,0,38,0,65,0,0,0,87,0,0,45,22,93,33,0,0,0,0,0,39,0,0,48,0,0,0,0,56,45,67,59,0,0,18,0,0,0,35,42,0,20,7,0,0,0,24,62,64,0,0,0,0,64,0,0,0,0,45,0,0,0,0,0,48,0,0,0,89,0,24,0,10,0,0,40,89,8,0,0,0,0,49,39,0,18,0,0,66,0,0,0,0,0,0,48,41,0,90,44,54,85,14,28,51,0,0,0,48,0,0,0,40,0,0,17,82,20,0,88
2020/3/8,,42,45,62,43,57,0,0,26,71,49,52,0,0,0,56,50,49,0,68,46,74,87,0,68,19,47,63,71,0,44,64,48,88,32,53,11,67,42,41,0,44,22,22,64,0,51,27,93,0,81,71,58,100,66,83,75,66,31,46,38,41,36,0,23,48,0,0,64,0,0,40,90,36,0,27,23,0,64,37,28,37,32,41,66,63,0,37,91,0,8,96,48,0,67,53,48,0,0,0,0,20,48,32,95,0,53,0,0,88,40,44,0,32,38,46,49,0,43,0,0,34,0,36,45,0,49,60,31,0,46,0,34,0,0,0,65,23,24,46,0,28,29,83,0,75,0,25,54,0,17,0,0,57,0,48,0,0,0,0,100,0,19,0,46,43,0,64,0,0,31,0,0,0,0,9,95,0,52,0,0,30,68,0,0,0,0,31,18,45,0,62,88,0,58,45,0,0,90,26,0,6,30,10,0,44,0,43,0,42,0,26,0,0,0,0,47,0,0,45,71,0,41,78,41,75,24,46,99,56,61,0,45,0,65,0,37,70,20,32,0,0,50,0,0,0,0,0,24,79,0,31,91,0,0,17,46,23,0,11,66,32,46,0,21,44,38,76,98,69,0,0,57,0,0,39,23,0,0,93,0,60,61,0,0,0,50,0,21,0,69,0,0,68,0,99,0,29,0,0,0,0,0,54,24,0,0,0,0,0,31,0,40,87,0,0,56,0,0,0,44,0,61,0,0,0,0,0,0,38,22,0,29,0,0,0,0,0,48,0,44,0,72,0,0,0,63,40,46,44,0,0,18,0,0,0,54,47,0,12,18,92,0,0,24,55,52,0,0,81,0,43,0,0,96,0,91,100,0,0,32,43,48,0,0,0,0,100,20,0,42,39,0,0,90,6,0,68,0,0,28,62,96,29,0,0,96,100,0,0,0,0,0,0,18,0,0,0,60,0,21,57,31,0,0,47,38,0,0,0,65,48,23,16,73,54,0,0
2020/3/15,,64,59,63,79,83,89,65,25,72,0,66,45,90,98,66,0,0,0,100,0,78,0,0,53,30,50,99,57,89,43,100,50,0,32,35,15,48,63,40,0,51,22,0,31,90,43,27,0,0,81,100,47,33,70,0,92,60,90,30,19,54,0,46,34,48,0,81,0,0,44,47,61,63,0,27,30,0,54,12,0,36,63,47,0,44,0,36,88,0,20,31,28,0,70,35,47,0,0,0,39,15,99,94,0,0,51,0,0,44,0,0,0,30,66,0,54,90,0,94,36,23,0,18,0,80,59,49,0,65,41,0,0,100,31,0,40,0,28,0,0,63,74,64,0,48,35,32,42,0,15,43,0,52,92,54,0,52,0,0,60,0,19,0,45,0,88,32,0,0,98,0,0,100,0,9,0,0,37,0,46,0,100,0,0,0,79,33,23,44,25,61,0,0,74,29,0,46,0,26,0,8,62,30,0,0,0,67,86,0,32,27,0,0,89,0,35,0,0,0,100,0,20,54,16,30,0,0,32,52,28,0,0,0,0,0,32,53,100,0,0,0,50,0,91,0,87,0,48,52,0,46,0,0,0,100,0,40,0,10,59,0,25,0,25,88,43,40,47,58,0,0,78,0,0,38,20,43,0,0,0,63,20,0,61,32,43,0,52,0,23,0,0,34,0,37,36,0,0,0,0,0,54,64,54,0,93,0,0,0,30,0,61,0,0,0,78,0,0,0,74,0,72,0,0,88,0,0,95,48,22,0,100,0,0,0,0,0,46,0,0,0,0,0,0,0,21,58,38,62,79,0,29,0,0,48,31,62,0,27,23,90,0,0,36,68,85,0,0,0,0,42,0,0,0,38,0,98,0,0,0,0,71,0,0,14,87,0,27,0,100,38,0,0,0,6,90,89,54,0,7,23,0,21,0,0,74,0,0,31,0,88,0,0,58,0,0,0,68,0,14,28,30,0,0,69,19,86,0,0,47,0,23,66,62,48,0,0
2020/3/22,,72,43,75,31,93,86,31,0,90,0,49,29,87,48,68,0,0,88,92,44,35,42,0,63,29,54,100,71,0,0,65,58,0,26,85,17,80,75,33,0,58,33,21,30,87,53,40,0,0,78,56,36,63,100,44,100,44,29,59,18,66,46,0,22,46,0,78,0,0,0,46,29,72,0,26,44,0,76,15,0,35,0,59,0,59,0,0,0,0,27,30,37,42,62,50,46,0,82,0,0,14,79,30,0,42,0,0,0,43,38,85,0,22,58,0,82,0,42,0,69,22,36,34,0,0,70,52,29,63,64,0,33,97,0,0,24,0,21,29,0,70,83,71,40,37,34,23,0,25,14,0,0,26,0,57,0,0,0,0,53,0,27,0,0,0,0,41,0,0,65,0,38,0,51,0,0,0,47,0,87,29,32,0,0,0,0,50,25,43,25,30,0,0,89,29,0,44,0,26,0,8,0,19,0,0,0,53,0,41,31,27,0,0,0,0,0,43,0,44,73,7,40,35,12,0,23,0,0,69,32,57,44,0,63,0,23,89,59,46,0,30,56,0,0,0,84,0,0,25,0,30,0,0,0,27,0,34,0,15,61,0,30,0,18,43,23,58,31,55,0,0,65,0,35,37,12,0,0,0,0,85,52,0,59,0,39,0,0,0,22,0,0,33,0,48,35,21,0,99,0,0,52,40,75,0,0,0,0,0,0,91,74,0,0,86,89,0,0,0,65,43,66,0,0,0,0,0,0,20,21,0,26,0,0,0,0,0,48,0,0,0,35,85,0,0,27,64,98,72,0,0,34,0,0,0,37,60,0,38,16,0,0,0,23,59,36,0,0,78,0,41,0,0,0,37,0,0,0,0,15,0,0,0,0,0,0,0,33,0,41,37,0,0,0,0,0,0,52,0,34,37,0,21,0,0,45,48,0,0,0,0,0,46,34,0,0,0,67,0,100,54,64,0,0,0,18,0,0,0,24,0,20,48,61,33,0,0
2020/3/29,,81,0,72,45,94,0,30,0,100,0,76,28,63,0,67,46,46,0,79,57,43,0,0,84,32,62,73,80,84,0,52,47,0,40,100,14,84,79,24,0,70,68,55,30,84,50,51,0,0,0,46,35,0,91,26,96,62,71,28,0,50,33,0,86,68,0,0,0,48,0,67,18,67,0,50,57,48,78,12,26,57,0,69,0,45,0,34,0,85,55,59,44,0,51,32,64,0,100,0,0,23,65,0,88,0,98,0,0,42,0,41,0,28,56,0,65,85,0,0,0,43,35,0,41,76,67,71,28,62,57,0,65,0,0,61,22,42,19,29,100,47,38,71,39,33,100,30,20,25,18,41,0,46,85,55,0,0,0,0,62,0,35,0,0,0,0,26,0,0,54,0,0,93,0,4,0,0,60,38,0,0,62,0,0,0,74,44,27,42,24,38,0,0,79,28,0,0,0,37,0,5,0,28,0,0,0,57,0,0,91,28,0,0,0,0,44,43,0,0,47,0,38,11,27,28,0,0,30,85,48,0,43,0,31,0,49,54,0,60,41,0,23,0,85,0,81,41,0,49,0,29,0,0,0,29,0,26,0,13,58,59,14,0,19,0,23,84,25,51,0,0,100,0,0,36,8,0,0,0,0,85,12,0,0,30,47,0,39,0,21,0,0,32,0,23,34,20,42,0,0,0,51,47,17,0,0,0,0,0,57,0,58,0,0,0,91,0,0,0,60,0,84,0,0,0,81,0,0,17,0,0,17,0,0,0,0,0,59,0,41,0,100,0,0,0,19,70,26,72,75,0,16,0,0,46,43,44,49,22,13,0,0,0,0,57,32,85,0,0,0,60,0,0,0,36,0,0,0,0,15,0,0,0,0,0,0,0,34,0,21,0,0,0,0,10,0,42,50,0,10,0,0,47,0,0,74,46,0,30,90,0,0,0,24,0,0,0,88,0,20,26,57,0,0,43,13,0,0,86,59,0,21,100,51,50,0,82
2020/4/5,,77,43,74,72,100,0,0,25,71,47,57,44,43,0,100,0,48,0,72,29,44,0,0,100,31,66,78,69,86,0,59,53,0,15,51,30,89,79,17,0,72,68,14,34,0,59,66,0,0,79,43,46,32,85,26,96,76,29,78,27,53,68,0,44,23,0,0,0,0,0,61,25,72,0,26,29,45,68,24,55,35,31,59,43,52,0,0,0,0,30,61,46,0,76,34,46,0,41,0,0,22,50,31,0,42,100,0,50,0,0,0,0,23,63,0,66,0,42,0,0,22,36,60,42,78,81,37,0,32,56,0,50,0,0,0,17,54,14,29,0,40,67,71,0,26,0,28,31,0,17,0,88,45,89,57,0,0,0,0,48,0,18,0,0,0,0,55,0,0,75,0,39,0,0,0,0,0,57,0,44,0,33,88,0,0,0,26,24,43,25,30,84,0,90,24,0,0,0,25,0,8,0,19,0,0,0,58,0,0,31,41,0,85,0,0,0,0,0,43,58,7,69,12,8,0,35,43,31,50,63,0,87,0,63,0,39,37,0,31,0,30,36,0,0,0,0,0,23,76,0,90,0,0,0,30,0,36,0,13,62,30,15,0,30,64,31,48,18,91,0,0,76,0,0,37,12,0,0,0,0,89,32,0,59,0,43,0,20,0,22,100,0,33,0,24,35,14,0,0,0,100,0,89,58,0,0,0,0,0,59,0,93,0,0,0,70,0,0,0,55,0,77,44,0,0,0,0,0,38,21,0,23,0,0,0,0,0,52,96,0,0,0,0,0,0,27,100,20,66,0,0,17,0,0,0,52,90,0,26,18,0,0,0,0,66,29,0,0,0,0,0,40,85,0,0,0,0,0,0,15,0,0,0,0,0,0,0,33,0,31,0,0,39,0,0,43,43,52,0,41,45,0,31,0,0,99,0,0,0,0,0,0,46,22,100,0,0,81,0,10,41,64,0,0,44,0,83,0,0,36,0,39,63,52,91,0,0
2020/4/12,,82,0,73,79,97,0,45,24,84,0,48,70,42,46,75,0,0,0,66,0,67,40,0,97,30,67,90,90,83,0,53,63,0,25,66,21,60,76,24,0,71,86,20,69,0,61,25,85,0,0,59,69,0,86,68,94,66,28,28,18,38,22,43,21,33,0,0,0,0,41,37,20,82,100,25,35,29,69,11,26,34,0,71,0,59,0,34,83,0,17,44,18,0,80,32,74,0,40,0,0,19,48,0,0,0,48,0,0,41,0,81,0,34,56,0,48,0,40,0,100,42,52,0,41,0,59,61,28,0,70,0,53,0,29,60,22,31,16,0,0,30,16,68,58,33,66,40,59,0,24,40,0,76,0,37,0,0,0,0,56,0,18,0,0,0,0,43,0,0,87,0,37,0,0,6,0,0,66,0,0,0,62,83,0,0,0,43,22,41,24,28,0,0,87,37,0,0,0,0,0,6,100,18,0,0,0,38,0,39,0,49,0,0,84,91,0,41,0,42,47,7,38,44,38,0,22,0,30,50,22,55,0,42,45,0,71,50,19,60,41,29,23,0,0,0,0,0,22,36,0,29,0,0,0,29,0,25,0,6,58,44,21,0,25,41,37,83,19,77,0,0,69,0,34,36,8,0,0,0,0,100,74,0,0,30,48,0,19,0,21,0,89,32,0,23,0,20,0,0,0,0,100,73,61,0,0,0,0,0,0,0,83,0,0,0,89,100,0,74,61,0,82,0,0,0,80,0,0,54,41,0,20,0,0,0,0,0,46,0,0,0,0,82,0,0,71,85,16,72,0,0,22,0,0,0,75,48,49,22,22,0,0,0,22,50,27,0,0,76,0,39,0,0,0,52,0,0,83,0,22,0,0,0,0,0,0,0,39,0,30,53,0,0,0,5,0,0,0,0,26,21,0,60,0,0,71,46,0,29,0,0,0,0,24,0,0,0,69,0,13,26,85,0,86,0,13,0,0,0,63,0,34,31,59,76,91,0
2020/4/19,,73,0,69,29,86,0,59,0,59,0,34,0,41,0,64,45,0,0,50,84,25,40,0,78,26,92,51,75,0,0,47,46,0,25,43,13,82,68,63,0,76,76,40,48,0,71,50,0,84,74,72,43,90,82,17,91,100,41,28,17,37,22,0,0,22,0,0,0,47,0,73,9,68,0,25,35,28,64,14,0,33,29,60,0,61,0,33,0,0,12,29,52,0,67,32,34,0,78,0,0,23,39,29,0,0,48,0,0,40,36,0,0,36,64,42,41,0,0,0,33,42,51,41,0,0,66,80,28,60,47,0,63,0,0,30,18,20,18,28,0,21,100,75,0,29,32,30,49,0,22,0,0,36,0,33,0,0,0,0,66,33,52,100,41,0,0,68,0,0,33,0,0,93,0,8,0,0,74,0,0,0,31,0,0,0,73,37,20,61,0,28,80,82,65,41,0,42,0,0,0,8,29,27,0,0,0,50,0,77,44,44,0,81,0,0,21,0,0,0,74,0,37,44,11,55,22,0,0,50,47,0,42,0,30,0,37,49,19,29,0,0,23,0,84,0,0,0,44,48,0,0,0,0,0,22,0,32,0,15,55,29,28,0,40,41,39,55,16,68,0,0,59,0,100,70,9,0,0,0,0,94,37,0,56,29,42,0,19,0,0,0,0,62,0,34,100,13,0,0,0,0,50,56,66,0,0,0,0,0,56,0,64,0,0,0,79,0,0,73,50,0,70,42,0,0,79,0,0,44,0,0,16,41,0,0,0,0,36,0,0,0,49,0,0,0,70,97,26,40,0,0,27,0,0,0,53,100,0,43,15,0,0,0,22,53,25,0,84,0,0,39,0,0,0,34,0,0,81,0,15,0,0,0,0,0,81,0,44,0,38,0,0,0,0,0,0,82,74,0,19,43,87,26,0,0,88,0,0,0,0,0,0,44,32,0,0,0,90,0,11,51,49,0,0,85,13,0,0,0,44,0,29,38,41,33,0,0
